Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
1hpv,,1.9,,1995,,Ki=0.60nM,,Ki=0.60nM,,,//,1hpv.pdf,-478,,
1css,,1.7,,1995,,Ki=0.8uM,,Ki=0.8uM,,,,//,1css.pdf,(FCX),
1ctu,,2.3,,1995,,Ki=1.2pM,,Ki=1.2pM,,,,//,1ctu.pdf,(ZEB),
1gar,,1.96,,1995,,Ki=100pM,,Ki=100pM,,,,//,1gar.pdf,(U89),
1eat,,2,,1995,,Ki=15nM,,Ki=15nM,,,,,//,1eat.pdf,(TFI)
1ebg,,2.1,,1995,,Ki=15pM,,Ki=15pM,,,,,//,1ebg.pdf,(PAH)
1hdt,,2.6,,1995,,Ki=17.2nM,,Ki=17.2nM,,,//,1hdt.pdf,0.00E+00,,
1bty,,1.5,,1995,,Ki=18.4uM,,Ki=18.4uM,,,//,1bty.pdf,(BEN),ligand,is
1eas,,1.8,,1995,,Ki=18nM,,Ki=18nM,,,,,//,1eas.pdf,(TFK)
1ibg,,2.7,,1995,,Ki=2.8nM,,Ki=2.8nM,,,,//,1ibg.pdf,(OBN),
1fiv,,2,,1995,,Ki=260nM,,Ki=260nM,,,,//,1fiv.pdf,(5-mer),
1bma,,1.8,,1995,,Ki=26uM,,Ki=26uM,,,,,//,1bma.pdf,(0QH)
1ctt,,2.2,,1995,,Ki=30uM,,Ki=30uM,,,,,//,1ctt.pdf,(DHZ)
1csr,,1.7,,1995,,Ki=42nM,,Ki=42nM,,,,,//,1csr.pdf,(FAM)
1hbv,,2.3,,1995,,Ki=430nM,,Ki=430nM,,,,//,1hbv.pdf,(GAN),
1std,,2.9,,1995,,Ki=47pM,,Ki=47pM,,,,,//,1std.pdf,(BFS)
1qca,,2.2,,1995,,Ki=5.4uM,,Ki=5.4uM,,,,//,1qca.pdf,(FUA),
1hvs,,2.25,,1995,,Ki=50pM,,Ki=50pM,,,,,//,1hvs.pdf,(A77)
1hii,,2.3,,1995,,Ki=53nM,,Ki=53nM,,,,,//,1hii.pdf,(C20)
1lan,,1.9,,1995,,Ki=60nM,,Ki=60nM,,,,,//,1lan.pdf,(LEU)
1hti,,2.8,,1995,,Ki=7.4uM,,Ki=7.4uM,,,,//,1hti.pdf,(PGA),
1ppi,,2.2,,1995,,Ki=9.7uM,,Ki=9.7uM,,,,//,1ppi.pdf,(4-mer),
1hih,,2.2,,1995,,Ki=9nM,,Ki=9nM,,,,,,//,1hih.pdf
1vrt,,2.2,,1996,,IC50=0.08uM,,IC50=0.08uM,//,1vrt.pdf,(NVP),,,,
1vru,,2.4,,1996,,IC50=0.1uM,,IC50=0.1uM,,//,1vru.pdf,(AAP),,,
1rth,,2.2,,1996,,IC50=0.4uM,,IC50=0.4uM,,//,1rth.pdf,(U05),,,
1bil,,2.4,,1996,,IC50=0.5nM,,IC50=0.5nM,,//,1bil.pdf,(0IU),,,
1pig,,2.2,,1996,,IC50=0.7nM,,IC50=0.7nM,,//,1pig.pdf,(8-mer),incomplete,ligand,structure
1bim,,2.8,,1996,,IC50=1.2nM,,IC50=1.2nM,,//,1bim.pdf,(0QB),,,
1fpi,,2.3,,1996,,IC50=1.3uM,,IC50=1.3uM,,//,1fpi.pdf,(AMP),ligand,is,AMP
1inf,,2.4,,1996,,IC50=10uM,,IC50=10uM,,,//,1inf.pdf,(ST4),,
1cwc,,1.86,,1996,,IC50=16.0nM,,IC50=16.0nM,//,1cwc.pdf,(11-mer),,,,
1rti,,3,,1996,,IC50=17uM,,IC50=17uM,,,//,1rti.pdf,(HEF),,
1gym,,2.2,,1996,,IC50=2mM,,IC50=2mM,,,,//,1gym.pdf,(MYG),
1cpi,,2.05,,1996,,IC50=39nM,,IC50=39nM,,,//,1cpi.pdf,(5-mer),,
1mik,,1.76,,1996,,IC50=450nM,,IC50=450nM,,//,1mik.pdf,(11-mer),,,
1inh,,2.4,,1996,,IC50=5mM,,IC50=5mM,,,,//,1inh.pdf,(ST6),compound
1ing,,2.4,,1996,,IC50>10mM,,IC50>10mM,,,//,1ing.pdf,(ST5),,
1qwf,,,NMR,,1996,,Kd=0.45uM,Kd=0.45uM,,,,//,1qwf.pdf,(12-mer),
1nja,,2.5,,1996,,Kd=0.49uM,,Kd=0.49uM,,,//,1nja.pdf,(DCM),,
1qwe,,,NMR,,1996,,Kd=1.2uM,Kd=1.2uM,,,,,//,1qwe.pdf,(12-mer)
1njb,,2.74,,1996,,Kd=1.6uM,,Kd=1.6uM,,,,//,1njb.pdf,(UMP),
1gaf,,1.95,,1996,,Kd=10nM,,Kd=10nM,,,,,//,1gaf.pdf,(NPE)
1sts,,1.95,,1996,,Kd=10uM,,Kd=10uM,,,,,//,1sts.pdf,(7-mer)
1tsy,,2.2,,1996,,Kd=11.0uM,,Kd=11.0uM,,,//,1tsy.pdf,(UMP),,
1cea,,2.06,,1996,,Kd=11uM,,Kd=11uM,,,,,//,1cea.pdf,(ACA)
1dar,,2.4,,1996,,Kd=11uM,,Kd=11uM,,,,,//,1dar.pdf,(GDP)
1slg,,1.76,,1996,,Kd=125uM,,Kd=125uM,,,,//,1slg.pdf,(7-mer),incomplete
1lkk,,1,,1996,,Kd=140nM,,Kd=140nM,,,,//,1lkk.pdf,(4-mer),
1lkl,,1.8,,1996,,Kd=1540nM,,Kd=1540nM,,,//,1lkl.pdf,(4-mer),,
1tsv,,2.9,,1996,,Kd=16.0uM,,Kd=16.0uM,,,//,1tsv.pdf,(UMP),,
1nje,,2.3,,1996,,Kd=160uM,,Kd=160uM,,,,//,1nje.pdf,(DCM),
1str,,1.8,,1996,,Kd=17uM,,Kd=17uM,,,,,//,1str.pdf,(6-mer)
1ceb,,2.07,,1996,,Kd=1uM,,Kd=1uM,,,,,,//,1ceb.pdf
1njd,,2.2,,1996,,Kd=2.7uM,,Kd=2.7uM,,,,//,1njd.pdf,(UMP),
1njc,,2.5,,1996,,Kd=2.8uM,,Kd=2.8uM,,,,//,1njc.pdf,(DCM),
1mai,,1.9,,1996,,Kd=210nM,,Kd=210nM,,,,//,1mai.pdf,(I3P),
1zsb,,2,,1996,,Kd=250mM,,Kd=250mM,,,,//,1zsb.pdf,(AZM),
1sld,,2.5,,1996,,Kd=270nM,,Kd=270nM,,,,//,1sld.pdf,(6-mer),
2olb,,1.4,,1996,,Kd=2900nM,,Kd=2900nM,,,//,2olb.pdf,(3-mer),,
1pot,,1.8,,1996,,Kd=3.2uM,,Kd=3.2uM,,,,//,1pot.pdf,(SPD),
1btn,,2,,1996,,Kd=40uM,,Kd=40uM,,,,,//,1btn.pdf,(I3P)
1det,,1.8,,1996,,Kd=50uM,,Kd=50uM,,,,,//,1det.pdf,(2GP)
1kel,,1.9,,1996,,Kd=52nM,,Kd=52nM,,,,,//,1kel.pdf,(AAH)
1sle,,2,,1996,,Kd=670nM,,Kd=670nM,,,,//,1sle.pdf,(8-mer),
1swi,,2.6,,1996,,Kd=800uM,,Kd=800uM,,,,//,1swi.pdf,(BNZ),
1cyn,,1.85,,1996,,Ki<21nM,,Ki<21nM,,,,,//,1cyn.pdf,(11-mer)
1mmq,,1.9,,1996,,Ki=0.03uM,,Ki=0.03uM,,,//,1mmq.pdf,(RRS),,
2upj,,3,,1996,,Ki=0.041uM,,Ki=0.041uM,,//,2upj.pdf,(U02),,,
1lhc,,1.95,,1996,,Ki=0.04nM,,Ki=0.04nM,,,//,1lhc.pdf,(DP7),covalent,complex
2csm,,2.8,,1996,,Ki=0.05mM,,Ki=0.05mM,,,//,2csm.pdf,(TYR),,
1grp,,2.5,,1996,,Ki=0.189mM,,Ki=0.189mM,,//,1grp.pdf,(ICT),,,
1fmb,,1.8,,1996,,Ki=0.1nM,,Ki=0.1nM,,,,//,1fmb.pdf,(HYB),X-ray(EIAV
1sln,,2.27,,1996,,Ki=0.23uM,,Ki=0.23uM,,,//,1sln.pdf,(INH),,
1lhd,,2.35,,1996,,Ki=0.24nM,,Ki=0.24nM,,,//,1lhd.pdf,(DI2),covalent,complex
1lhe,,2.25,,1996,,Ki=0.29nM,,Ki=0.29nM,,,//,1lhe.pdf,(DI3),covalent,complex
1hsg,,2,,1996,,Ki=0.38nM,,Ki=0.38nM,,,//,1hsg.pdf,(MK1),redundant,to
1hsh,,1.9,,1996,,Ki=0.38nM,,Ki=0.38nM,,,//,1hsh.pdf,(MK1),,
1igb,,2.3,,1996,,Ki=0.4uM,,Ki=0.4uM,,,,//,1igb.pdf,(IPO),
1jrs,,1.8,,1996,,Ki=0.4uM,,Ki=0.4uM,,,,//,1jrs.pdf,(3-mer),covalent
1aht,,1.6,,1996,,Ki=0.62uM,,Ki=0.62uM,,,//,1aht.pdf,(APA),covalent,complex
1mmp,,2.3,,1996,,Ki=0.85uM,,Ki=0.85uM,,,//,1mmp.pdf,(RSS),,
1pbk,,2.5,,1996,,Ki=0.9nM,,Ki=0.9nM,,,,//,1pbk.pdf,(RAP),
1jao,,2.4,,1996,,Ki=1.2uM,,Ki=1.2uM,,,,//,1jao.pdf,(0D3),
1gai,,1.7,,1996,,Ki=10nM,,Ki=10nM,,,,,//,1gai.pdf,(GAC)
1tcx,,2.3,,1996,,Ki=112nM,,Ki=112nM,,,,//,1tcx.pdf,(IM1),
1cwb,,2.2,,1996,,Ki=13nM,,Ki=13nM,,,,,//,1cwb.pdf,(11-mer)
1rdn,,1.8,,1996,,Ki=14.4mM,,Ki=14.4mM,,,//,1rdn.pdf,(MAG),,
1amn,,2.8,,1996,,Ki=15fM,,Ki=15fM,,,,,//,1amn.pdf,(NAF)
1dud,,2.3,,1996,,Ki=15uM,,Ki=15uM,,,,,//,1dud.pdf,(DUD)
1gah,,2,,1996,,Ki=1pM,,Ki=1pM,,,,,,//,1gah.pdf
1gno,,2.3,,1996,,Ki=20nM,,Ki=20nM,,,,,//,1gno.pdf,(U0E)
1rdj,,1.8,,1996,,Ki=21.7mM,,Ki=21.7mM,,,//,1rdj.pdf,(MFB),,
1gnn,,2.3,,1996,,Ki=2100nM,,Ki=2100nM,,,//,1gnn.pdf,(U0E),,
1dif,,1.7,,1996,,Ki=22pM,,Ki=22pM,,,,,//,1dif.pdf,(A85)
1bmn,,2.8,,1996,,Ki=3.6nM,,Ki=3.6nM,,,,//,1bmn.pdf,(BM9),
1rev,,2.6,,1996,,Ki=33nM,,Ki=33nM,,,,,//,1rev.pdf,(TB9)
1jaq,,2.4,,1996,,Ki=33uM,,Ki=33uM,,,,,//,1jaq.pdf,(01S)
2csn,,2.5,,1996,,Ki=39uM,,Ki=39uM,,,,,//,2csn.pdf,(CKI)
1mmr,,2.4,,1996,,Ki=4.0uM,,Ki=4.0uM,,,,//,1mmr.pdf,(SRS),
1mtr,,1.75,,1996,,Ki=4nM,,Ki=4nM,,,,,,//,1mtr.pdf
1hpx,,2,,1996,,Ki=5.5pM,,Ki=5.5pM,,,,//,1hpx.pdf,(KNI),
1rdl,,1.7,,1996,,Ki=5.7mM,,Ki=5.7mM,,,,//,1rdl.pdf,(MMA),
1gnm,,2.3,,1996,,Ki=560nM,,Ki=560nM,,,,//,1gnm.pdf,(U0E),
1pro,,1.8,,1996,,Ki=5pM,,Ki=5pM,,,,,,//,1pro.pdf
1noi,,2.5,,1996,,Ki=700uM,,Ki=700uM,,,,//,1noi.pdf,(NTZ),redundant
1noj,,2.4,,1996,,Ki=700uM,,Ki=700uM,,,,//,1noj.pdf,(NTZ),
1nok,,2.4,,1996,,Ki=700uM,,Ki=700uM,,,,//,1nok.pdf,(NTZ),redundant
1bmm,,2.6,,1996,,Ki=79nM,,Ki=79nM,,,,,//,1bmm.pdf,(BM2)
1lhg,,2.25,,1996,,Ki=79nM,,Ki=79nM,,,,,//,1lhg.pdf,(DI5)
1lhf,,2.4,,1996,,Ki=8.1nM,,Ki=8.1nM,,,,//,1lhf.pdf,(DI4),covalent
1rdi,,1.8,,1996,,Ki=8.8mM,,Ki=8.8mM,,,,//,1rdi.pdf,(MFU),
1mdl,,1.85,,1996,,Ki=810uM,,Ki=810uM,,,,//,1mdl.pdf,(RMN),ligand
1rnm,,2,,1996,,Ki=844.2uM,,Ki=844.2uM,,//,1rnm.pdf,(C5P),ligand,is,compound
1tcw,,2.4,,1996,,Ki=960nM,,Ki=960nM,,,,//,1tcw.pdf,(IM1),
1fkw,,2.4,,1996,,Ki=9uM,,Ki=9uM,,,,,,//,1fkw.pdf
1kvo,,2,,1997,,IC50=0.013uM,,IC50=0.013uM,1kvo.pdf,(OAP),,,,,
1tze,,2.1,,1997,,IC50=0.148uM,,IC50=0.148uM,1tze.pdf,(7-mer),,,,,
1lt6,,2.2,,1997,,IC50=0.5mM,,IC50=0.5mM,,//,1lt6.pdf,(GAA),,,
1jlx,,2.2,,1997,,IC50=1.6uM,,IC50=1.6uM,,//,1jlx.pdf,(3-mer),,,
1bkm,,2,,1997,,IC50=1.8uM,,IC50=1.8uM,,//,1bkm.pdf,(1C5),,,
2rox,,2,,1997,,IC50=10.5uM,,IC50=10.5uM,//,2rox.pdf,(T44),ligand,is,thyroxine,(T4)
1jld,,2.5,,1997,,IC50=185nM,,IC50=185nM,,//,1jld.pdf,(0PP),,,
1lt5,,1.7,,1997,,IC50=2mM,,IC50=2mM,,,,//,1lt5.pdf,(TDG),
1tvr,,3,,1997,,IC50=33nM,,IC50=33nM,,,//,1tvr.pdf,(TB9),,
1uwb,,3.2,,1997,,IC50=4.6nM,,IC50=4.6nM,,//,1uwb.pdf,(TBO),,,
1dth,,2,,1997,,IC50=6nM,,IC50=6nM,,,,//,1dth.pdf,(BAT),
1rt2,,2.55,,1997,,IC50=6nM,,IC50=6nM,,,,//,1rt2.pdf,(TNK),
1aq1,,2,,1997,,IC50=7nM,,IC50=7nM,,,,//,1aq1.pdf,(STU),
1rt1,,2.55,,1997,,IC50=8nM,,IC50=8nM,,,,//,1rt1.pdf,(MKC),
1avn,,2,,1997,,Kd=0.125mM,,Kd=0.125mM,,//,1avn.pdf,(HSM),,,
1rbo,,2.3,,1997,,Kd=0.19pM,,Kd=0.19pM,,,//,1rbo.pdf,(CAP),,
1drv,,2.2,,1997,,Kd=0.29uM,,Kd=0.29uM,,,//,1drv.pdf,(A3D),ligand,is
1aqj,,2.6,,1997,,Kd=0.34uM,,Kd=0.34uM,,,//,1aqj.pdf,(SFG),,
1bxl,,,NMR,,1997,,Kd=0.34uM,Kd=0.34uM,,,,//,1bxl.pdf,(16-mer),Kd=0.34+/-0.03uM
1okl,,2.1,,1997,,Kd=0.93uM,,Kd=0.93uM,,,//,1okl.pdf,(MNS),,
1ao0,,2.8,,1997,,Kd=11.0uM,,Kd=11.0uM,,,//,1ao0.pdf,(ADP),,
1nlp,,,NMR,,1997,,Kd=11uM,Kd=11uM,,,,,,//,1nlp.pdf
1avp,,2.6,,1997,,Kd=12nM,,Kd=12nM,,,,,//,1avp.pdf,(11-mer)
1jev,,1.3,,1997,,Kd=130nM,,Kd=130nM,,,,//,1jev.pdf,(3-mer),
1aj7,,2.1,,1997,,Kd=135uM,,Kd=135uM,,,,//,1aj7.pdf,(NPE),
1jeu,,1.25,,1997,,Kd=150nM,,Kd=150nM,,,,//,1jeu.pdf,(3-mer),
1ag9,,1.8,,1997,,Kd=1nM,,Kd=1nM,,,,,,//,1ag9.pdf
1ado,,1.9,,1997,,Kd=1uM,,Kd=1uM,,,,,,//,1ado.pdf
2adm,,2.6,,1997,,Kd=2.0uM,,Kd=2.0uM,,,,//,2adm.pdf,(SAM),
1aqi,,2.6,,1997,,Kd=2.4uM,,Kd=2.4uM,,,,//,1aqi.pdf,(SAH),
2h4n,,1.9,,1997,,Kd=2nM,,Kd=2nM,,,,,,//,2h4n.pdf
1nlo,,,NMR,,1997,,Kd=3.4uM,Kd=3.4uM,,,,,//,1nlo.pdf,(9-mer)
1gbq,,,NMR,,1997,,Kd=3.5mM,Kd=3.5mM,,,,,//,1gbq.pdf,(10-mer)
3gbq,,,NMR,,1997,,Kd=3.5uM,Kd=3.5uM,,,,,//,2gbq.pdf,(10-mer)
2mas,,2.3,,1997,,Kd=30nM,,Kd=30nM,,,,,//,2mas.pdf,(PIR)
1rst,,1.7,,1997,,Kd=37uM,,Kd=37uM,,,,,//,1rst.pdf,(9-mer)
1aqc,,2.3,,1997,,Kd=4.56uM,,Kd=4.56uM,,,//,1aqc.pdf,(10-mer),,
1shc,,,NMR,,1997,,Kd=53nM,Kd=53nM,,,,,,//,1shc.pdf
1jet,,1.2,,1997,,Kd=56nM,,Kd=56nM,,,,,//,1jet.pdf,(3-mer)
2hrp,,2.2,,1997,,Kd=5nM,,Kd=5nM,,,,,,//,2hrp.pdf
2aac,,1.6,,1997,,Kd=6mM,,Kd=6mM,,,,,,//,2aac.pdf
1irs,,,NMR,,1997,,Kd=6uM,Kd=6uM,,,,,,,//
1mpa,,2.6,,1997,,Kd=9.1nM,,Kd=9.1nM,,,,//,1mpa.pdf,(9-mer),
1nox,,1.59,,1997,,Kd=90nM,,Kd=90nM,,,,,//,1nox.pdf,(FMN)
1lfo,,2.3,,1997,,Kd~0.2uM,,Kd~0.2uM,,,,//,1lfo.pdf,(OLA),Kd=0.009-0.2uM
1uvt,,2.5,,1997,,Ki=0.023uM,,Ki=0.023uM,,//,1uvt.pdf,(I48),,,
1qbt,,2.1,,1997,,Ki=0.024nM,,Ki=0.024nM,,//,1qbt.pdf,-146,,,
1qbr,,1.8,,1997,,Ki=0.027nM,,Ki=0.027nM,,//,1qbr.pdf,(XV6),,,
1ajq,,2.05,,1997,,Ki=0.049mM,,Ki=0.049mM,,//,1ajq.pdf,(SPA),,,
1qbu,,1.8,,1997,,Ki=0.058nM,,Ki=0.058nM,,//,1qbu.pdf,-846,,,
1ai7,,2.5,,1997,,Ki=0.082mM,,Ki=0.082mM,,//,1ai7.pdf,(IPH),,,
1ai6,,2.55,,1997,,Ki=0.107mM,,Ki=0.107mM,,//,1ai6.pdf,(4HP),,,
4vgc,,2.1,,1997,,Ki=0.127uM,,Ki=0.127uM,,//,4vgc.pdf,(SRD),covalent,complex,
1hxb,,2.3,,1997,,Ki=0.12nM,,Ki=0.12nM,,,//,1hxb.pdf,(ROC),,
1sqc,,2.85,,1997,,Ki=0.14uM,,Ki=0.14uM,,,//,1sqc.pdf,(LDA),,
3mbp,,1.7,,1997,,Ki=0.16uM,,Ki=0.16uM,,,//,3mbp.pdf,(3-mer),,
1ai5,,2.36,,1997,,Ki=0.189mM,,Ki=0.189mM,,//,1ai5.pdf,(MNP),,,
1ad8,,2,,1997,,Ki=0.25uM,,Ki=0.25uM,,,//,1ad8.pdf,(MDL),covalent,complex
1dmp,,2,,1997,,Ki=0.28nM,,Ki=0.28nM,,,//,1dmp.pdf,(DMQ),IC50=76nM,
1qbs,,1.8,,1997,,Ki=0.34nM,,Ki=0.34nM,,,//,1qbs.pdf,(DMP),,
1pau,,2.5,,1997,,Ki=0.35nM,,Ki=0.35nM,,,//,1pau.pdf,(5-mer),covalent,complex
2kce,,2.2,,1997,,Ki=0.67uM,,Ki=0.67uM,,,//,2kce.pdf,(D16),,
1hpo,,2.5,,1997,,Ki=0.6nM,,Ki=0.6nM,,,,//,1hpo.pdf,(UNI),
1af2,,2.3,,1997,,Ki=0.8mM,,Ki=0.8mM,,,,//,1af2.pdf,(__U),
1vgc,,1.9,,1997,,Ki=1.20uM,,Ki=1.20uM,,,//,1vgc.pdf,(V36),covalent,complex
1yds,,2.2,,1997,,Ki=1.2uM,,Ki=1.2uM,,,,//,1yds.pdf,(IQS),
3gss,,1.9,,1997,,Ki=1.5uM,,Ki=1.5uM,,,,//,3gss.pdf,(2-mer),
1dub,,2.5,,1997,,Ki=1.6uM,,Ki=1.6uM,,,,//,1dub.pdf,(CAA),
1uvu,,2.8,,1997,,Ki=10uM,,Ki=10uM,,,,,//,1uvu.pdf,(DCH)
2gss,,1.9,,1997,,Ki=11.5uM,,Ki=11.5uM,,,//,2gss.pdf,(EAA),,
1ajx,,2,,1997,,Ki=12.2nM,,Ki=12.2nM,,,//,1ajx.pdf,(AH1),,
2rkm,,1.8,,1997,,Ki=125uM,,Ki=125uM,,,,//,2rkm.pdf,(2-mer),
1h4n,,2,,1997,,Ki=12uM,,Ki=12uM,,,,,//,1h4n.pdf,(TRS)
3aid,,2.5,,1997,,Ki=137nM,,Ki=137nM,,,,//,3aid.pdf,(ARQ),
1aid,,2.2,,1997,,Ki=15uM,,Ki=15uM,,,,,//,1aid.pdf,(THK)
1al7,,2.6,,1997,,Ki=16nM,,Ki=16nM,,,,,//,1al7.pdf,(HST)
1ajv,,2,,1997,,Ki=19.1nM,,Ki=19.1nM,,,//,1ajv.pdf,(NMB),,
1ajn,,2.36,,1997,,Ki=2.32mM,,Ki=2.32mM,,,//,1ajn.pdf,(AAN),,
1fwe,,2,,1997,,Ki=2.5uM,,Ki=2.5uM,,,,//,1fwa.pdf,(HAE),"Ki=1.3mM,"
1vfn,,2.15,,1997,,Ki=2.5uM,,Ki=2.5uM,,,,//,1vfn.pdf,(HPA),
1juy,,2.5,,1997,,Ki=22nM,,Ki=22nM,,,,,//,1juy.pdf,(H5P)
1vot,,2.5,,1997,,Ki=250nM,,Ki=250nM,,,,//,1vot.pdf,(HUP),redundant
1ydr,,2.2,,1997,,Ki=3.0uM,,Ki=3.0uM,,,,//,1ydr.pdf,(IQP),
3vgc,,1.67,,1997,,Ki=3.11uM,,Ki=3.11uM,,,//,3vgc.pdf,(SRB),covalent,complex
1ai4,,2.35,,1997,,Ki=3.13mM,,Ki=3.13mM,,,//,1ai4.pdf,(DHY),,
7upj,,2,,1997,,Ki=3.2nM,,Ki=3.2nM,,,,//,7upj.pdf,(INU),
1anf,,1.67,,1997,,Ki=3.5uM,,Ki=3.5uM,,,,//,1anf.pdf,(GLC-GLC),
1al8,,2.2,,1997,,Ki=4.8uM,,Ki=4.8uM,,,,//,1al8.pdf,(DHP),
1fax,,3,,1997,,Ki=41nM,,Ki=41nM,,,,,//,1fax.pdf,(DX9)
6upj,,2.34,,1997,,Ki=480nM,,Ki=480nM,,,,//,6upj.pdf,(NIU),
1ydt,,2.3,,1997,,Ki=48nM,,Ki=48nM,,,,,//,1ydt.pdf,(IQB)
1uvs,,2.8,,1997,,Ki=4uM,,Ki=4uM,,,,,,//,1uvs.pdf
2vgc,,1.8,,1997,,Ki=5.76uM,,Ki=5.76uM,,,//,2vgc.pdf,(V35),covalent,complex
1ajp,,2.31,,1997,,Ki=5.85mM,,Ki=5.85mM,,,//,1ajp.pdf,(OMD),,
1amk,,1.83,,1997,,Ki=50uM,,Ki=50uM,,,,,//,1amk.pdf,(PGA)
1ml1,,2.6,,1997,,Ki=52uM,,Ki=52uM,,,,,//,1ml1.pdf,(PGA)
1tom,,1.8,,1997,,Ki=5nM,,Ki=5nM,,,,,,//,1tom.pdf
1sme,,2.7,,1997,,Ki=6pM,,Ki=6pM,,,,,,//,1sme.pdf
5upj,,2.3,,1997,,Ki=75nM,,Ki=75nM,,,,,//,5upj.pdf,(UIN)
2jxr,,2.4,,1997,,Ki=90nM,,Ki=90nM,,,,,//,2jxr.pdf,(2Z3)
1rtf,,2.3,,1997,,Ki=910uM,,Ki=910uM,,,,//,1rtf.pdf,(BEN),
1bm2,,2.1,,1998,,IC50=0.11uM,,IC50=0.11uM,//,1bm2.pdf,(7-mer),,,,
2pax,,2.4,,1998,,IC50=0.18uM,,IC50=0.18uM,//,2pax.pdf,(4AN),,,,
1vik,,2.4,,1998,,IC50=0.3nM,,IC50=0.3nM,,//,1vik.pdf,(BAY),redundant,to,1vij
4aig,,2,,1998,,IC50=0.3uM,,IC50=0.3uM,,//,4aig.pdf,(FLX),,,
4pax,,2.8,,1998,,IC50=0.4uM,,IC50=0.4uM,,//,4pax.pdf,(NU1),,,
1a2c,,2.1,,1998,,IC50=0.5uM,,IC50=0.5uM,,//,1a2c.pdf,(4-mer),,,
1bmb,,1.8,,1998,,IC50=0.7uM,,IC50=0.7uM,,//,1bmb.pdf,(9-mer),,,
1aq7,,2.2,,1998,,IC50=0.9uM,,IC50=0.9uM,,//,1aq7.pdf,(4-mer),,,
1bl4,,1.9,,1998,,IC50=1.8nM,,IC50=1.8nM,,//,1bl4.pdf,(AP1),,,
1fgi,,2.5,,1998,,IC50=10uM,,IC50=10uM,,,//,1fgi.pdf,(SU1),IC50=10-20uM,
2aig,,2.6,,1998,,IC50=10uM,,IC50=10uM,,,//,2aig.pdf,(0GR),,
3pax,,2.4,,1998,,IC50=10uM,,IC50=10uM,,,//,3pax.pdf,(3MB),,
3aig,,2.8,,1998,,IC50=1uM,,IC50=1uM,,,,//,3aig.pdf,(0ZC),
1agw,,2.4,,1998,,IC50=20uM,,IC50=20uM,,,//,1agw.pdf,(SU2),IC50=20-40uM,
2qwg,,1.8,,1998,,IC50=230uM,,IC50=230uM,,//,2qwg.pdf,(G28),,,
1bji,,2,,1998,,IC50=2nM,,IC50=2nM,,,,//,1bji.pdf,(DPC),
1bmq,,2.5,,1998,,IC50=38nM,,IC50=38nM,,,//,1bmq.pdf,(MNO),covalent,complex
1ao8,,,NMR,,1998,,IC50=6nM,IC50=6nM,,,,,//,1ao8.pdf,(MTX)
1skj,,2,,1998,,IC50=7.0uM,,IC50=7.0uM,,//,1skj.pdf,(UR2),,,
1err,,2.6,,1998,,IC50=7.7nM,,IC50=7.7nM,,//,1err.pdf,(RAL),ligand,is,compound
1a5v,,1.9,,1998,,IC50=800uM,,IC50=800uM,,//,1a5v.pdf,(_Y3),,,
1akv,,2,,1998,,Kd=0.0026nM,,Kd=0.0026nM,//,1akv.pdf,(FMN,sq),,,
1b7h,,2,,1998,,Kd=0.0095uM,,Kd=0.0095uM,//,1b7h.pdf,(3-mer),,,,
1b6h,,1.8,,1998,,Kd=0.015uM,,Kd=0.015uM,,//,1b6h.pdf,(3-mer),,,
1a4k,,2.4,,1998,,Kd=0.01uM,,Kd=0.01uM,,,//,1a4k.pdf,(FRA),,
3pcj,,2.13,,1998,,Kd=0.06uM,,Kd=0.06uM,,,//,3pcj.pdf,(INO),,
1b1h,,1.8,,1998,,Kd=0.093uM,,Kd=0.093uM,,//,1b1h.pdf,(3-mer),,,
1ax2,,1.95,,1998,,Kd=0.103mM,,Kd=0.103mM,,//,1ax2.pdf,(NAG-GAL),,,
1b39,,2.1,,1998,,Kd=0.120uM,,Kd=0.120uM,,//,1b39.pdf,(ATP),redundant,to,1b38
1bcj,,2.1,,1998,,Kd=0.20mM,,Kd=0.20mM,,,//,1bcj.pdf,(NGA),,
1b0h,,1.9,,1998,,Kd=0.20uM,,Kd=0.20uM,,,//,1b0h.pdf,(3-mer),,
1b38,,2,,1998,,Kd=0.254uM,,Kd=0.254uM,,//,1b38.pdf,(ATP),,,
1a7x,,2,,1998,,Kd=0.2nM,,Kd=0.2nM,,,,//,1a7x.pdf,(FKA),
1a09,,2,,1998,,Kd=0.2uM,,Kd=0.2uM,,,,//,1a09.pdf,(4-mer),covalent
3pck,,2.13,,1998,,Kd=0.2uM,,Kd=0.2uM,,,,//,3pck.pdf,(NNO),
1x11,,2.5,,1998,,Kd=0.32uM,,Kd=0.32uM,,,//,1x11.pdf,(14-mer),incomplete,ligand
220l,,1.85,,1998,,Kd=0.4mM,,Kd=0.4mM,,,,//,220l.pdf,(BNZ),redundant
223l,,1.9,,1998,,Kd=0.4mM,,Kd=0.4mM,,,,//,223l.pdf,(BNZ),redundant
1a07,,2.2,,1998,,Kd=0.4uM,,Kd=0.4uM,,,,//,1a07.pdf,(4-mer),incomplete
1a1b,,2.2,,1998,,Kd=0.4uM,,Kd=0.4uM,,,,//,1a1b.pdf,(3-mer),
1a1c,,2.4,,1998,,Kd=0.4uM,,Kd=0.4uM,,,,//,1a1c.pdf,(3-mer),
